"EventId","DER_mass_MMC","DER_mass_transverse_met_lep","DER_mass_vis","DER_pt_h","DER_deltaeta_jet_jet","DER_mass_jet_jet","DER_prodeta_jet_jet","DER_deltar_tau_lep","DER_pt_tot","DER_sum_pt","DER_pt_ratio_lep_tau","DER_met_phi_centrality","DER_lep_eta_centrality","PRI_tau_pt","PRI_tau_eta","PRI_tau_phi","PRI_lep_pt","PRI_lep_eta","PRI_lep_phi","PRI_met","PRI_met_phi","PRI_met_sumet","PRI_jet_num","PRI_jet_leading_pt","PRI_jet_leading_eta","PRI_jet_leading_phi","PRI_jet_subleading_pt","PRI_jet_subleading_eta","PRI_jet_subleading_phi","PRI_jet_all_pt","Label"
248714,109.693,10.053,62.063,91.289,-999,-999,-999,2.052,3.903,150.134,1.181,0.745,-999,27.867,0.704,0.137,32.912,2.122,-1.347,56.299,-1.581,155.717,1,89.355,-2.441,1.919,-999,-999,-999,89.355,"s"
248735,126.282,0.064,87.173,29.074,-999,-999,-999,2.956,10.917,117.575,1.122,0.992,-999,39.371,1.15,2.103,44.189,0.504,-1.296,21.191,-1.294,167.196,1,34.015,0.043,1.184,-999,-999,-999,34.015,"s"
248771,154.267,44.248,100.996,97.737,0.963,80.327,4.368,2.28,20.055,191.169,0.821,1.35,0,49.586,-1.479,-0.219,40.692,0.044,1.478,38.308,0.289,283.529,2,69.129,1.663,-3.034,31.762,2.626,-1.575,100.891,"s"
248791,-999,113.588,105.031,47.817,1.045,217.948,-0.13,3.1,41.768,280.071,1.931,-1.409,0.965,30.252,-1.143,-2.995,58.43,0.279,0.533,70.596,-1.637,383.623,2,98.703,0.9,1.756,92.685,-0.145,-1.655,191.388,"b"
248933,101.587,34.917,82.992,23.659,-999,-999,-999,2.578,23.659,90.466,0.522,-1.41,-999,59.428,1.811,-2.729,31.038,2.043,0.987,18.956,-0.62,129.763,0,-999,-999,-999,-999,-999,-999,0,"s"
248947,326.692,72.404,80.647,177.391,2.693,225.455,-0.725,2.622,56.527,247.774,2.223,1.398,0.087,26.698,-0.394,-0.815,59.336,-1.06,2.932,139.92,-2.534,280.826,3,86.764,-0.303,0.824,44.866,2.39,0.51,161.74,"b"
249023,101.133,0.193,46.946,144.135,7.083,2821.402,-12.484,1.546,0.7,250.201,1.255,0.983,0.994,24.673,1.504,1.198,30.96,-0.026,1.418,89.009,1.422,279.15,2,150.075,-3.301,-1.454,44.492,3.782,2.963,194.568,"s"
249578,178.062,63.778,142.339,65.459,-999,-999,-999,3.222,31.84,191.444,1.525,-1.336,-999,37.294,-1.867,1.387,56.881,0.193,-1.091,63.934,-2.206,297.906,1,97.269,-1.428,1.48,-999,-999,-999,97.269,"b"
249602,-999,91.604,219.15,24.896,-999,-999,-999,3.77,24.896,74.265,1.774,-1.192,-999,26.769,-1.592,-0.98,47.496,2.072,-0.093,44.415,2.899,74.331,0,-999,-999,-999,-999,-999,-999,0,"b"
249669,89.974,41.753,61.374,40.663,-999,-999,-999,2.411,40.663,72.596,2.491,1.334,-999,20.798,1.918,-3.096,51.798,1.839,0.778,12.308,2.725,78.875,0,-999,-999,-999,-999,-999,-999,0,"s"
249694,164.948,87.065,98.124,34.416,-999,-999,-999,3.047,82.456,148.47,1.059,-1.4,-999,47.517,-0.29,-2.841,50.297,-0.485,0.402,38.487,-2.448,228.477,1,50.656,-2.636,-3.064,-999,-999,-999,50.656,"s"
249774,91.623,72.087,64.24,62.533,1.048,110.624,-0.173,2.324,65.27,211.044,0.968,0.984,0,35.325,2.074,1.56,34.21,1.819,-0.75,45.15,1.571,371.521,3,49.269,-0.206,-0.049,47.076,0.842,3.049,141.509,"b"
249827,73.006,20.277,50.772,22.631,0.757,63.653,5.121,2.599,128.377,238.961,1.261,-1.17,0,20.718,0.247,2.61,26.116,-0.859,0.258,18.958,-0.688,146.009,3,96.319,-2.673,-2.802,54.514,-1.916,-2.749,192.127,"b"
249937,178.56,116.677,88.821,2.392,-999,-999,-999,3.167,2.392,89.994,3.179,-1.24,-999,21.533,0.401,1.76,68.461,-0.716,-1.559,49.777,1.51,164.456,0,-999,-999,-999,-999,-999,-999,0,"b"
249957,102.334,64.188,60.15,84.263,1.18,187.665,1.649,1.963,67.936,269.731,0.837,1.105,0.796,39.327,0.899,-0.259,32.921,1.131,1.69,49.363,-0.151,412.686,3,91.802,0.823,-2.507,68.081,2.003,0.528,197.484,"b"
250079,70.521,12.807,51.704,48.431,-999,-999,-999,1.82,18.316,123.088,1.752,-0.429,-999,20.485,-0.58,0.354,35.889,0.895,1.42,1.231,-1.178,250.058,1,66.714,-0.99,-2.096,-999,-999,-999,66.714,"s"
250129,208.912,91.866,95.111,105.332,4.441,1057.903,-4.738,2.763,0.99,316.465,2.192,0.861,1,20.632,-1.859,2.627,45.235,0.396,-2.059,80.687,2.496,322.01,2,178.401,-1.781,-0.165,72.197,2.66,2.991,250.598,"b"
250152,187.208,99.073,124.684,34.105,-999,-999,-999,3.166,34.105,107.695,3.435,-1.348,-999,24.284,1.127,-1.001,83.411,-0.622,1.639,30.806,-1.931,151.344,0,-999,-999,-999,-999,-999,-999,0,"b"
250310,222.235,160.57,146.914,44.4,-999,-999,-999,2.483,10.238,209.997,2.42,-0.858,-999,49.716,0.425,-0.741,120.322,0.61,1.735,53.645,-1.332,383.965,1,39.96,0.09,-2.523,-999,-999,-999,39.96,"b"
250343,117.79,5.174,38.767,394.499,4.012,1592.902,-3.925,0.648,40.946,619.674,0.47,1.125,0.773,86.968,0.209,0.641,40.886,0.702,0.22,271.511,0.27,677.552,3,267.292,1.691,-3.004,177.241,-2.322,-2.553,491.82,"s"
250516,88.376,53.888,71.519,2.518,-999,-999,-999,2.285,2.518,78.291,0.86,-1.405,-999,42.094,2.391,-2.192,36.198,2.131,1.82,33.468,0.05,145.505,0,-999,-999,-999,-999,-999,-999,0,"b"
250553,120.348,47.044,49.18,148.963,0.523,57.433,0.414,1.532,46.267,221.811,0.761,1.31,0.342,38.139,-0.112,-0.636,29.008,-0.965,0.636,95.31,-0.291,312.131,3,59.602,-0.956,-3.018,52.63,-0.433,2.444,154.664,"s"
250558,75.588,62.706,61.868,3.128,-999,-999,-999,2.514,3.128,61.698,1.793,-1.379,-999,22.088,0.049,2.631,39.61,-0.917,-1.331,27.906,1.132,120.753,0,-999,-999,-999,-999,-999,-999,0,"b"
250620,128.752,72.292,83.234,12.138,-999,-999,-999,2.9,12.138,77.828,1.432,-1.331,-999,32.007,1.567,0.575,45.821,0.665,-2.182,29.183,1.264,64.187,0,-999,-999,-999,-999,-999,-999,0,"s"
250651,-999,135.318,19.529,61.042,3.469,209.06,-2.737,0.49,4.168,168.537,3.232,-0.439,0.966,22.233,0.016,-2.718,71.861,-0.2,-2.279,75.713,0.044,127.662,2,39.528,1.213,1.189,34.916,-2.255,2.461,74.444,"b"
250755,94.092,36.027,57.848,60.9,-999,-999,-999,2.628,20.826,97.526,1.153,1.41,-999,26.585,-1.778,0.744,30.661,-1.12,-2.995,43.606,2.258,149.648,1,40.28,-1.34,-0.947,-999,-999,-999,40.28,"b"
250806,123.923,33.1,87.158,20.885,-999,-999,-999,3.256,20.885,73.438,1.395,-1.414,-999,30.665,0.498,1.107,42.774,-0.762,-1.896,17.209,3.075,157.591,0,-999,-999,-999,-999,-999,-999,0,"b"
250820,-999,75.762,62.1,2.797,-999,-999,-999,2.187,2.797,70.975,1.509,-1.383,-999,28.284,-0.906,-2.456,42.691,-0.667,-0.282,38.114,2.158,114.125,0,-999,-999,-999,-999,-999,-999,0,"b"
250839,65.856,64.842,47.186,118.942,1.068,76.066,-0.285,1.143,36.29,245.228,2.508,0.904,0.077,27.432,-0.695,0.489,68.805,-0.884,-0.638,46.992,0.576,272.636,3,60.9,-0.562,-2.532,51.139,0.506,3.026,148.991,"b"
250937,112.402,17.452,29.317,301.912,0.052,77.272,0,0.801,19.021,365.427,0.842,1.389,0,39.576,1.188,1.025,33.339,0.558,1.52,231.332,1.321,456.969,2,246.782,-0.05,-1.917,45.73,0.002,-1.242,292.512,"s"
250948,131.841,85.044,86.198,82.45,-999,-999,-999,2.067,1.696,181.145,1.012,0.779,-999,48.783,-1.21,-2.14,49.349,-0.729,-0.131,46.633,-2.31,177.838,1,83.012,3.915,1.483,-999,-999,-999,83.012,"s"
250968,98.816,72.218,82.205,1.988,-999,-999,-999,2.88,1.988,66.799,1.934,-1.362,-999,22.766,-0.746,-2.521,44.033,0.883,-0.147,32.248,2.415,121.994,0,-999,-999,-999,-999,-999,-999,0,"b"
251020,95.941,0.913,56.645,67.328,-999,-999,-999,2.051,2.986,127.653,0.95,1.027,-999,32.427,1.463,-2.191,30.799,0.762,2.165,40.074,2.191,124.456,1,64.426,-3.207,-0.502,-999,-999,-999,64.426,"s"
251057,196.315,66.121,157.423,27.336,-999,-999,-999,3.471,27.336,101.073,1.342,-1.414,-999,43.154,0.647,2.089,57.92,-1.421,-1.406,36.777,0.191,155.789,0,-999,-999,-999,-999,-999,-999,0,"b"
251148,50.854,57.832,44.451,42.176,0.162,108.943,0.049,2.206,36.84,171.057,1.404,-1.372,0,20.885,0.032,-1.403,29.322,0.264,0.79,55.966,2.38,271.772,2,67.921,-0.155,-2.741,52.93,-0.318,-0.544,120.85,"b"
251285,74.751,26.749,57.361,1.04,-999,-999,-999,2.794,1.04,56.965,0.978,-1.414,-999,28.792,0.083,0.396,28.173,0.526,-2.363,10.395,2.126,43.142,0,-999,-999,-999,-999,-999,-999,0,"b"
251715,110.66,7.719,72.48,294.264,5.152,2150.948,-6.606,1.178,2.122,497.612,5.901,1.122,0.98,24.405,0.871,2.12,144.009,-0.195,2.622,128.457,2.565,538.543,2,175.984,-2.406,-0.168,153.214,2.746,-1.076,329.198,"s"
251744,-999,72.449,60.967,2.114,-999,-999,-999,2.186,2.114,69.329,1.488,-1.378,-999,27.868,-1.317,0.136,41.461,-1.628,2.3,35.527,-1.515,120.024,0,-999,-999,-999,-999,-999,-999,0,"b"
251786,66.682,13.06,46.278,65.911,-999,-999,-999,1.524,8.227,129.076,0.845,1.392,-999,36.081,-1.629,1.92,30.474,-1.963,0.433,17.143,1.013,205.298,1,62.521,-0.691,-2.067,-999,-999,-999,62.521,"b"
251797,146.933,0.265,94.994,23.435,-999,-999,-999,3.115,26.933,139.803,0.858,0.91,-999,48.735,1.174,-1.294,41.821,0.526,1.943,29.718,1.935,201.259,1,49.248,-3.242,-0.784,-999,-999,-999,49.248,"s"
251801,57.49,68.07,49.7,14.408,-999,-999,-999,1.821,14.408,60.063,1.62,-1.408,-999,22.928,0.136,1.947,37.135,-0.772,-2.757,38.215,-0.501,211.988,0,-999,-999,-999,-999,-999,-999,0,"b"
251829,98.991,12.154,69.717,0.305,-999,-999,-999,3.191,0.305,62.156,0.944,-1.414,-999,31.977,0.624,-0.954,30.179,-0.359,2.082,3.849,-3.003,166.153,0,-999,-999,-999,-999,-999,-999,0,"s"
251842,111.747,43.838,87.277,39.854,-999,-999,-999,3.296,39.854,75.662,1.244,1.414,-999,33.723,0.592,1.073,41.938,1.709,-2.11,35.038,2.956,198.021,0,-999,-999,-999,-999,-999,-999,0,"s"
251916,-999,84.101,95.102,3.856,-999,-999,-999,2.786,3.856,74.26,1.946,-1.334,-999,25.211,-0.461,-0.328,49.049,1.348,-2.446,38.386,1.194,122.567,0,-999,-999,-999,-999,-999,-999,0,"b"
252098,157.772,80.227,83.235,50.846,1.647,105.563,4.025,3.239,2.683,134.573,1.244,-0.827,0,22.105,1.853,-1.992,27.506,-0.449,2.012,58.681,-1.241,161.725,2,50.29,2.992,0.785,34.672,1.345,2.75,84.962,"b"
252152,95.748,31.512,68.055,61.5,3.556,322.814,-2.543,2.179,15.624,184.825,1.584,1.411,0.144,28.209,-0.791,-0.377,44.682,-1.689,1.609,20.637,0.518,283.346,2,71.042,-0.991,-1.526,40.893,2.565,2.835,111.935,"b"
252249,138.635,6.473,67.44,133.178,-999,-999,-999,3.075,23.596,178.315,2.109,0.006,-999,21.352,-0.865,0.079,45.04,-0.018,-2.877,109.447,-2.969,202.564,1,111.923,0.747,0.134,-999,-999,-999,111.923,"s"
252251,106.978,27.543,72.906,25.436,-999,-999,-999,3.037,25.436,60.51,0.792,1.406,-999,33.765,-1.217,3.099,26.744,0.115,-0.455,11.262,-2.289,121.215,0,-999,-999,-999,-999,-999,-999,0,"b"
252281,94.27,17.776,51.191,109.684,2.438,437.092,-1.47,1.656,44.069,328.952,0.844,1.375,0.561,33.752,-0.086,-2.714,28.472,1.054,-1.512,58.937,-1.95,415.308,2,186.568,-1.092,1.507,80.159,1.346,-0.694,266.727,"b"
252361,102.172,0.171,73.446,11.205,-999,-999,-999,3.2,11.205,60.516,0.993,0.947,-999,30.356,0.262,0.238,30.159,1.561,-2.687,8.655,-2.698,156.566,0,-999,-999,-999,-999,-999,-999,0,"s"
252575,73.777,43.588,45.931,24.254,-999,-999,-999,2.448,24.254,49.784,1.486,0.991,-999,20.024,-1.849,-1.818,29.76,-1.861,0.63,18.011,-1.824,153.879,0,-999,-999,-999,-999,-999,-999,0,"s"
252668,105.002,20.092,81.645,152.229,4.147,365.248,-3.171,1.762,78.884,246.538,5.701,1.265,0.997,22.16,-1.171,3.118,126.334,-1.171,-1.404,28.475,-1.74,251.352,2,66.481,1.012,1.261,31.564,-3.135,2.773,98.044,"s"
252672,83.981,40.883,63.729,34.895,0.684,58.274,-0.076,1.981,18.492,139.716,1.342,-1.342,0.01,31.196,-0.217,1.276,41.863,0.531,-0.559,10.653,3.09,285.076,2,33.614,-0.545,-2.475,33.044,0.139,2.014,66.658,"b"
252750,-999,79.742,28.245,19.442,-999,-999,-999,1.023,19.442,57.64,0.912,-1.233,-999,30.154,-2.334,-2.986,27.487,-2.193,-1.973,58.443,0.964,162.918,0,-999,-999,-999,-999,-999,-999,0,"b"
252771,121.146,5.731,71.319,83.519,-999,-999,-999,2.579,20.527,131.296,1.714,0.806,-999,25.146,0.307,0.507,43.093,1.393,-1.831,57.476,-1.947,145.98,1,63.057,-2.066,1.471,-999,-999,-999,63.057,"s"
252782,-999,73.071,21.316,71.025,-999,-999,-999,0.686,71.025,61.196,1.21,-0.027,-999,27.694,-0.226,-1.641,33.501,-0.903,-1.537,61.869,0.326,187.741,0,-999,-999,-999,-999,-999,-999,0,"b"
252826,151.19,42.201,108.853,16.144,-999,-999,-999,3.051,34.145,139.885,0.762,-1.414,-999,58.816,0.368,-3.016,44.799,1.079,-0.049,20.738,1.48,152.813,1,36.27,0.949,0.455,-999,-999,-999,36.27,"s"
252844,160.657,5.016,65.738,154.965,4.016,475.348,-3.941,2.127,26.708,192.65,0.963,1.08,0.751,31.793,-0.664,2.401,30.607,0.772,0.832,119.029,0.915,252.216,2,70.642,-2.311,-1.865,59.608,1.705,-2.152,130.25,"s"
252885,74.59,13.804,39.637,204.198,1.766,239.282,1.006,0.782,45.304,330.517,0.295,1.399,0.455,92.787,-1.159,-2.768,27.356,-0.552,3.021,86.851,-2.978,390.695,2,127.672,-2.219,-0.048,82.702,-0.453,1.151,210.375,"b"
252983,-999,92.414,93.818,62.761,-999,-999,-999,2.829,25.028,133.371,0.727,-1.408,-999,55.361,-2.044,-0.709,40.253,-2.269,2.111,65.328,-1.927,172.494,1,37.757,0.195,1.524,-999,-999,-999,37.757,"b"
253037,132.555,40.989,102.259,29.884,-999,-999,-999,3.081,0.721,138.087,1.951,-1.413,-999,36.591,-1.194,-0.651,71.379,-1.111,2.553,6.716,0.13,139.722,1,30.117,-4.243,-0.684,-999,-999,-999,30.117,"s"
253098,468.745,49.641,365.449,82.611,0.616,160.129,-0.076,5.053,75.759,406.094,4.408,1.414,0,22.366,-1.711,1.418,98.59,2.359,-1.87,16.387,3.082,477.335,3,164.706,0.446,0.681,51.568,-0.17,2.535,285.138,"b"
253124,185.703,61.035,114.903,31.288,-999,-999,-999,3.393,31.288,86.151,1.858,1.41,-999,30.143,-0.466,-0.19,56.009,-2.205,-3.104,22.667,-1.047,87.518,0,-999,-999,-999,-999,-999,-999,0,"b"
253218,131.651,76.968,84.912,94.238,-999,-999,-999,2.848,30.089,161.116,0.416,0.489,-999,65.7,-1.696,-0.705,27.349,-2.023,2.749,54.779,-0.607,267.312,1,68.067,-1.121,2.59,-999,-999,-999,68.067,"s"
253257,144.231,59.213,93.029,96.813,-999,-999,-999,2.536,4.872,207.375,0.366,1.247,-999,77.359,0.566,-3.031,28.331,-0.054,0.794,38.676,3.008,241.279,1,101.684,-1.885,-0.173,-999,-999,-999,101.684,"s"
253273,185.877,16.625,123.457,83.874,2.767,253.488,-0.977,3.037,4.397,252.837,1.647,-1.299,0.636,46.412,0.596,-2.553,76.432,0.037,0.745,54.826,0.487,265.809,2,83.628,-0.416,-1.963,46.366,2.351,2.548,129.994,"b"
253470,125.761,47.558,101.444,3.455,-999,-999,-999,3.219,3.455,58.563,1.067,-1.412,-999,28.339,-0.855,3.067,30.224,1.524,-1.047,24.098,1.11,109.629,0,-999,-999,-999,-999,-999,-999,0,"b"
253513,86.291,35.034,56.273,58.823,-999,-999,-999,2.672,2.584,121.53,1.905,1.407,-999,20.756,0.547,1.891,39.541,0.84,-1.736,37.438,-2.681,205.454,1,61.233,-2.098,0.642,-999,-999,-999,61.233,"b"
253539,196.262,40.239,147.039,23.843,0.107,55.012,0.172,3.059,65.589,251.946,1.37,-1.414,0,57.273,-2.009,2.363,78.471,-1.113,-0.995,11.612,0.464,311.546,3,41.674,-0.365,-1.935,40.631,-0.472,2.916,116.202,"b"
253546,81.752,20.059,56.17,241.242,1.3,134.123,-0.349,0.733,7.513,399.234,2.081,1.258,0.719,52.252,-0.779,1.251,108.742,-0.102,0.97,82.037,1.183,503.489,2,193.446,0.922,-2.019,44.793,-0.378,-2.267,238.239,"b"
253562,104.935,65.007,75.907,70.246,-999,-999,-999,2.164,28.561,145.855,3.492,1.181,-999,22.981,-2.128,0.926,80.261,-2.048,3.089,18.92,1.116,175.468,1,42.613,-3.839,-0.731,-999,-999,-999,42.613,"s"
253584,-999,114.719,112.029,32.447,-999,-999,-999,2.104,32.447,92.95,1.446,-1.082,-999,37.996,-0.097,-1.466,54.954,1.923,-2.059,59.9,1.128,137.035,0,-999,-999,-999,-999,-999,-999,0,"b"
253645,30.831,63.535,23.877,60.428,-999,-999,-999,0.764,23.534,114.63,2.283,-0.139,-999,20.305,0.027,0.062,46.363,0.698,0.429,33.42,2.307,205.171,1,47.961,3.074,-2.667,-999,-999,-999,47.961,"b"
253657,119.704,74.638,109.199,2.363,-999,-999,-999,2.634,2.363,104.963,1.143,-1.409,-999,48.981,0.779,-0.532,55.981,-0.062,1.965,32.298,-2.177,82.344,0,-999,-999,-999,-999,-999,-999,0,"s"
253662,110.264,32.428,66.239,32.596,-999,-999,-999,3.087,32.596,64.666,1.954,1.414,-999,21.89,0.253,-1.413,42.776,1.072,1.894,16.939,-3.097,132.787,0,-999,-999,-999,-999,-999,-999,0,"s"
253734,-999,75.686,70.974,3.233,-999,-999,-999,2.256,3.233,63.541,1.219,-1.401,-999,28.637,-0.549,3.102,34.904,0.993,-1.534,46.114,0.93,139.549,0,-999,-999,-999,-999,-999,-999,0,"b"
253750,-999,95.181,109.436,23.075,-999,-999,-999,2.53,23.075,77.066,0.759,-1.369,-999,43.82,-0.192,-2.331,33.246,-2.34,2.614,82.889,0.344,165.885,0,-999,-999,-999,-999,-999,-999,0,"b"
253856,-999,84.34,32.53,21.566,-999,-999,-999,1.327,21.566,51.395,1.439,-1.413,-999,21.069,0.402,0.687,30.327,-0.302,-0.437,64.028,-2.99,245.85,0,-999,-999,-999,-999,-999,-999,0,"b"
253946,109.408,29.521,77.64,1.319,-999,-999,-999,3.191,1.319,67.922,1.113,-1.411,-999,32.151,-1.83,0.913,35.771,-0.76,-2.365,6.983,0.046,109.551,0,-999,-999,-999,-999,-999,-999,0,"s"
253948,-999,75.085,191.367,12.9,-999,-999,-999,4.102,20.193,81.831,1.212,-0.669,-999,22.804,-2.369,1.487,27.65,1.725,1.232,52.678,-1.548,171.844,1,31.377,2.473,2.43,-999,-999,-999,31.377,"b"
253966,187.765,85.097,159.455,64.257,-999,-999,-999,3.317,1.547,141.455,2.831,-0.112,-999,20.139,-1.808,1.846,57.017,1.33,0.769,39.171,3.01,173.93,1,64.299,1.739,-1.495,-999,-999,-999,64.299,"b"
254062,124.702,76.81,101.982,55.433,4.611,816.847,-4.812,1.823,42.545,299.339,0.463,-1.407,0.998,85.634,0.256,0.916,39.623,-0.812,2.393,44.4,-1.576,462.055,2,119.742,1.596,-1.081,54.341,-3.015,2.604,174.083,"s"
254125,37.972,37.025,32.402,43.229,-999,-999,-999,1.13,43.229,58.132,1.418,-1.2,-999,24.043,-0.523,-0.273,34.089,0.274,0.527,11.224,3.011,90.448,0,-999,-999,-999,-999,-999,-999,0,"b"
254272,115.401,24.693,77.9,79.403,1.566,151.103,0.708,2.057,3.017,215.458,0.756,1.413,0.629,47.223,0.433,-0.482,35.686,-0.617,-2.252,26.582,-1.427,225.334,2,96.14,-0.366,1.535,36.408,-1.932,-2.482,132.548,"s"
254392,137.131,2.099,106.003,53.253,-999,-999,-999,2.383,53.253,106.72,0.946,0.893,-999,54.835,0.44,-0.821,51.884,-0.38,1.417,14.888,1.493,199.723,0,-999,-999,-999,-999,-999,-999,0,"s"
254423,132.356,12.816,88.058,50.009,0.832,69.697,1.363,2.279,5.167,172.941,0.758,0.297,0,55.082,-1.092,-2.078,41.746,-0.768,0.179,34.147,0.52,183.143,2,43.761,0.824,1.972,32.353,1.655,-2.432,76.114,"s"
254483,131.672,2.571,96.235,0.531,-999,-999,-999,3.26,0.531,86.51,0.777,-1.401,-999,48.695,1.123,-1.594,37.815,0.148,1.516,10.442,1.646,162.49,0,-999,-999,-999,-999,-999,-999,0,"s"
254587,-999,81.046,284.974,34.399,-999,-999,-999,4.948,0.301,106.829,1.267,-1.408,-999,31.94,-1.908,1.019,40.47,2.203,-1.737,50.544,2.325,75.292,1,34.419,1.006,-0.785,-999,-999,-999,34.419,"b"
254626,130.714,84.686,76.727,18.664,-999,-999,-999,3.079,18.664,74.077,2.138,1.289,-999,23.607,0.294,-3.074,50.47,-0.662,-0.147,36.58,-2.947,237.931,0,-999,-999,-999,-999,-999,-999,0,"b"
254834,79.18,21.871,57.415,4.722,-999,-999,-999,2.85,4.722,58.076,0.914,-1.413,-999,30.341,1.675,-2.036,27.735,1.664,0.814,6.25,2.774,148.176,0,-999,-999,-999,-999,-999,-999,0,"s"
254873,121.807,72.484,74.052,5.891,-999,-999,-999,3.019,5.891,71.299,2.026,-1.383,-999,23.565,-0.837,-1.803,47.734,0.101,1.611,28.853,-1.097,110.358,0,-999,-999,-999,-999,-999,-999,0,"b"
254932,107.417,50.71,78.021,26.249,-999,-999,-999,2.973,26.249,75.411,0.754,-1.41,-999,43.001,-0.627,2.463,32.41,-1.267,-0.917,24.18,1.349,143.497,0,-999,-999,-999,-999,-999,-999,0,"s"
254934,174.169,56.328,96.601,59.521,-999,-999,-999,3.307,40.734,120.143,0.834,1.359,-999,32.871,-0.038,1.189,27.413,-2.193,-2.584,41.433,1.72,178.06,1,59.86,-0.935,-0.581,-999,-999,-999,59.86,"b"
255054,111.63,43.709,92.115,35.669,-999,-999,-999,2.316,35.669,100.029,1.242,-1.247,-999,44.616,-1.651,-1.101,55.413,-1.981,2.889,8.787,0.025,167.233,0,-999,-999,-999,-999,-999,-999,0,"b"
255090,121.085,8.328,64.512,53.953,-999,-999,-999,2.628,21.564,109.276,0.813,1.25,-999,35.141,-0.611,1.838,28.56,-1.306,-0.696,45.967,-0.466,119.967,1,45.575,1.02,-2.832,-999,-999,-999,45.575,"b"
255224,87.207,74.563,76.395,1.223,-999,-999,-999,2.579,1.223,73.365,1.737,-1.371,-999,26.806,0.666,-1.825,46.559,1.742,0.518,33.037,3.028,75.9,0,-999,-999,-999,-999,-999,-999,0,"b"
255235,115.532,21.043,74.475,14.76,5.916,1237.55,-8.707,3.155,10.111,198.082,0.689,-1.412,0.638,41.175,1.344,-2.789,28.357,2.19,0.455,25.094,-0.356,342.06,2,69.173,3.164,2.357,59.378,-2.752,-0.937,128.551,"s"
255371,119.629,31.328,86.236,25.065,-999,-999,-999,3.27,25.065,74.673,0.677,-1.414,-999,44.518,-0.175,1.094,30.156,-1.349,-2.138,33.715,-1.111,136.294,0,-999,-999,-999,-999,-999,-999,0,"b"
255423,123.427,95.553,68.562,1.215,-999,-999,-999,2.752,1.215,77.931,2.764,-1.283,-999,20.702,1.812,-2.541,57.228,2.176,1.014,40.368,-1.909,72.66,0,-999,-999,-999,-999,-999,-999,0,"b"
255528,140.581,70.876,63.756,74.492,-999,-999,-999,2.407,2.029,144.062,1.74,1.386,-999,25.321,0.318,-1.516,44.055,-0.147,0.845,53.355,-0.794,174.353,1,74.685,-0.825,2.694,-999,-999,-999,74.685,"s"
255575,143.217,77.527,97.041,23.623,-999,-999,-999,3.525,23.623,79.528,2.428,1.414,-999,23.197,-0.082,-2.183,56.33,1.527,0.964,30.808,-2.928,159.205,0,-999,-999,-999,-999,-999,-999,0,"b"
255591,156.19,92.396,117.344,26.788,-999,-999,-999,3.189,26.788,112.702,1.184,-1.414,-999,51.61,1.328,-1.716,61.093,0.731,1.416,35.829,-2.043,240.696,0,-999,-999,-999,-999,-999,-999,0,"s"
255605,94.022,72.202,80.637,56.025,-999,-999,-999,1.755,1.301,141.7,1.531,-1.163,-999,33.798,2.245,-0.731,51.761,0.61,-1.368,27.133,2.317,126.564,1,56.141,-0.049,1.905,-999,-999,-999,56.141,"b"
255873,74.276,56.865,59.979,38.091,-999,-999,-999,1.783,4.422,102.748,1.456,-1.006,-999,25.121,-0.937,3.076,36.587,0.751,-2.634,22.095,0.504,168.395,1,41.04,-0.761,0.227,-999,-999,-999,41.04,"b"
256160,75.386,16.651,34.481,128.766,3.004,344.131,1.748,1.185,22.887,239.336,0.77,1.382,0.93,33.837,0.931,-1.761,26.071,1.595,-2.743,76.341,-2.367,302.783,2,136.486,0.499,1.043,42.944,3.503,-0.433,179.429,"b"
256221,112.462,34.893,41.658,234.041,-999,-999,-999,0.977,28.745,294.542,0.657,1.408,-999,53.839,-0.571,2.827,35.385,-0.132,-2.584,152.869,-3.063,476.457,1,205.318,-2.159,0.065,-999,-999,-999,205.318,"s"
256304,217.647,184.857,102.249,270.415,0.571,75.566,1.973,1.697,53.841,465.286,0.991,0.682,0.367,65.346,-0.43,-1.147,64.748,-1.148,0.391,211.354,-1.431,546.402,3,167.568,-1.719,2.252,75.695,-1.148,2.068,335.192,"b"
256337,129.162,80.106,107.104,32.499,-999,-999,-999,3.256,32.499,82.077,1.934,-1.413,-999,27.976,-1.398,-1.791,54.101,0.312,1.722,43.358,-0.226,184.021,0,-999,-999,-999,-999,-999,-999,0,"b"
256401,127.768,64.13,86.288,21.82,-999,-999,-999,3.35,21.82,76.465,2.387,-1.413,-999,22.575,-0.162,-0.399,53.889,-1.512,2.819,22.704,0.499,75.79,0,-999,-999,-999,-999,-999,-999,0,"b"
256402,134.43,62.074,90.554,0.615,-999,-999,-999,3.101,0.615,91.817,1.458,-1.396,-999,37.36,-1.472,2.305,54.456,-1.647,-0.882,17.749,2.143,103.308,0,-999,-999,-999,-999,-999,-999,0,"b"
256523,109.968,19.553,56.191,84.239,-999,-999,-999,2.754,84.239,49.513,1.469,1.333,-999,20.056,-2.066,-2.836,29.457,-0.809,0.997,65.9,1.444,250.881,0,-999,-999,-999,-999,-999,-999,0,"b"
256627,-999,115.664,108.744,2.972,-999,-999,-999,2.362,2.972,116.442,1.588,-1.372,-999,44.993,-1.732,2.561,71.449,-1.134,0.276,51.958,-2.225,175.023,0,-999,-999,-999,-999,-999,-999,0,"b"
